session_id,task_id,model,domain,difficulty,source,error_type,tool_selected,tool_correct,final_correct,eps,weps,reached_output,cascade_count,cost
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0096_d84ee0,ecommerce_s1_0096,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.72e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0095_d6c324,ecommerce_s1_0095,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,8.450000000000001e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0099_050b16,ecommerce_s1_0099,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,,False,False,0,0.0,False,0,7.59e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0101_ecc564,ecommerce_s1_0101,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00010410000000000001
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0100_7c53e2,ecommerce_s1_0100,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001479
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0102_1db9ee,ecommerce_s1_0102,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001179
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0098_5b1ea8,ecommerce_s1_0098,gemini_20_flash,ecommerce,medium,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.00041550000000000007
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0103_466eaa,ecommerce_s1_0103,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001159
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0104_bec383,ecommerce_s1_0104,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00010410000000000001
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0106_72235c,ecommerce_s1_0106,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00011520000000000001
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0108_1bdde7,ecommerce_s1_0108,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00010390000000000002
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0107_036f81,ecommerce_s1_0107,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00010410000000000001
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0110_12fd21,ecommerce_s1_0110,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00010410000000000001
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0111_4a3ca8,ecommerce_s1_0111,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001083
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0109_f2c195,ecommerce_s1_0109,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001339
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0112_634812,ecommerce_s1_0112,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.000116
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0114_dbbfde,ecommerce_s1_0114,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00011270000000000002
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0113_9047a4,ecommerce_s1_0113,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001317
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0115_6a82e4,ecommerce_s1_0115,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00011670000000000002
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0116_37d144,ecommerce_s1_0116,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,9.89e-05
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0117_37e9f9,ecommerce_s1_0117,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00010390000000000002
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0118_7022d6,ecommerce_s1_0118,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001139
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0120_d2d31d,ecommerce_s1_0120,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00010510000000000002
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0119_2e0e0d,ecommerce_s1_0119,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001409
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0123_d05216,ecommerce_s1_0123,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00010510000000000002
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0121_f58ec6,ecommerce_s1_0121,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00011750000000000001
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0122_b19e35,ecommerce_s1_0122,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001357
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0124_cb7541,ecommerce_s1_0124,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001247
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0125_8cb03c,ecommerce_s1_0125,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00013769999999999999
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0126_7ce84c,ecommerce_s1_0126,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00010510000000000002
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0128_239cca,ecommerce_s1_0128,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.00010650000000000001
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0127_806bfc,ecommerce_s1_0127,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001139
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0129_367de0,ecommerce_s1_0129,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,,False,False,0,0.0,False,0,0.0001067
p2_semantic_wrong_gemini_20_flash_ecommerce_s1_0105_54f109,ecommerce_s1_0105,gemini_20_flash,ecommerce,hard,synthetic,semantic_wrong,search_products,True,False,2,1.2,True,0,0.0004821
