session_id,task_id,model,domain,difficulty,source,tool_selected,tool_correct,final_correct,cost,input_tokens,output_tokens,steps
bl_gpt35_turbo_weather_031_e4f239,weather_031,gpt35_turbo,weather,easy,synthetic,get_weather,True,True,0.000288,348,76,5
bl_gpt35_turbo_medical_069_f41640,medical_069,gpt35_turbo,medical,medium,synthetic,,False,True,0.0002395,116,121,2
bl_gpt35_turbo_halueval_0000_348cb8,halueval_0000,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0003515,475,76,5
bl_gpt35_turbo_toolbench_syn_0082_e6876d,toolbench_syn_0082,gpt35_turbo,weather,easy,toolbench_synthetic,,False,False,0.000142,119,55,2
bl_gpt35_turbo_halueval_0061_1c1ee7,halueval_0061,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0003444999999999,503,62,5
bl_gpt35_turbo_weather_011_9c9a7b,weather_011,gpt35_turbo,weather,easy,synthetic,get_weather,True,True,0.0002925,351,78,5
bl_gpt35_turbo_toolbench_syn_0054_0dc429,toolbench_syn_0054,gpt35_turbo,calendar,hard,toolbench_synthetic,create_event,True,True,0.000503,601,135,8
bl_gpt35_turbo_calendar_074_f6bc3f,calendar_074,gpt35_turbo,calendar,medium,synthetic,get_events,True,False,0.000548,685,137,8
bl_gpt35_turbo_toolbench_syn_0063_0d6263,toolbench_syn_0063,gpt35_turbo,weather,easy,toolbench_synthetic,get_weather,True,False,0.0002085,285,44,5
bl_gpt35_turbo_calendar_016_28c464,calendar_016,gpt35_turbo,calendar,easy,synthetic,create_event,True,True,0.0006425,712,191,8
bl_gpt35_turbo_toolbench_syn_0042_6340cc,toolbench_syn_0042,gpt35_turbo,weather,medium,toolbench_synthetic,get_forecast,False,False,0.000531,633,143,8
bl_gpt35_turbo_medical_032_122801,medical_032,gpt35_turbo,medical,easy,synthetic,,False,True,0.000183,111,85,2
bl_gpt35_turbo_weather_062_12331b,weather_062,gpt35_turbo,weather,medium,synthetic,,False,True,0.000309,135,161,2
bl_gpt35_turbo_medical_025_e20611,medical_025,gpt35_turbo,medical,easy,synthetic,,False,True,0.000142,104,60,2
bl_gpt35_turbo_medical_065_a8db4f,medical_065,gpt35_turbo,medical,medium,synthetic,get_patient_record,True,True,0.000427,392,154,5
bl_gpt35_turbo_toolbench_syn_0056_e7efe5,toolbench_syn_0056,gpt35_turbo,calendar,easy,toolbench_synthetic,,False,True,0.0001455,108,61,2
bl_gpt35_turbo_toolbench_syn_0012_8bca9d,toolbench_syn_0012,gpt35_turbo,calendar,easy,toolbench_synthetic,get_events,False,True,0.00033,396,88,5
bl_gpt35_turbo_toolbench_syn_0010_f405e6,toolbench_syn_0010,gpt35_turbo,weather,medium,toolbench_synthetic,,False,False,0.000142,119,55,2
bl_gpt35_turbo_calendar_003_60b9a8,calendar_003,gpt35_turbo,calendar,easy,synthetic,,False,True,0.0002179999999999,118,106,2
bl_gpt35_turbo_calendar_060_1ab5fd,calendar_060,gpt35_turbo,calendar,medium,synthetic,get_events,True,False,0.00039,381,133,5
bl_gpt35_turbo_toolbench_syn_0072_ea31b9,toolbench_syn_0072,gpt35_turbo,weather,easy,toolbench_synthetic,get_historical,False,False,0.000334,449,73,5
bl_gpt35_turbo_toolbench_syn_0037_edd5b0,toolbench_syn_0037,gpt35_turbo,calendar,medium,toolbench_synthetic,get_events,False,True,0.0002994999999999,356,81,5
bl_gpt35_turbo_toolbench_syn_0065_acc87d,toolbench_syn_0065,gpt35_turbo,calendar,medium,toolbench_synthetic,,False,True,0.0001425,108,59,2
bl_gpt35_turbo_toolbench_syn_0044_2857f6,toolbench_syn_0044,gpt35_turbo,medical,easy,toolbench_synthetic,get_patient_record,True,False,0.000533,535,177,8
bl_gpt35_turbo_medical_082_83ba03,medical_082,gpt35_turbo,medical,medium,synthetic,,False,False,0.0001795,119,80,2
bl_gpt35_turbo_medical_044_dc56d5,medical_044,gpt35_turbo,medical,easy,synthetic,,False,True,0.0001309999999999,103,53,2
bl_gpt35_turbo_weather_065_020e91,weather_065,gpt35_turbo,weather,medium,synthetic,,False,False,0.000273,135,137,2
bl_gpt35_turbo_weather_066_1d0f45,weather_066,gpt35_turbo,weather,medium,synthetic,get_weather,True,True,0.000771,831,237,8
bl_gpt35_turbo_weather_085_38dc36,weather_085,gpt35_turbo,weather,medium,synthetic,get_weather,True,True,0.001323,1509,379,11
bl_gpt35_turbo_medical_073_02c0d3,medical_073,gpt35_turbo,medical,medium,synthetic,get_patient_record,True,True,0.0003394999999999,355,108,5
bl_gpt35_turbo_medical_049_50df21,medical_049,gpt35_turbo,medical,easy,synthetic,,False,True,0.0001325,103,54,2
bl_gpt35_turbo_halueval_0023_1f2069,halueval_0023,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.000339,468,70,5
bl_gpt35_turbo_halueval_0017_39571f,halueval_0017,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.0003475,485,70,5
bl_gpt35_turbo_weather_044_f5c100,weather_044,gpt35_turbo,weather,easy,synthetic,get_historical,False,False,0.0003135,381,82,5
bl_gpt35_turbo_toolbench_syn_0075_5fb6da,toolbench_syn_0075,gpt35_turbo,weather,medium,toolbench_synthetic,,False,False,0.0001375,119,52,2
bl_gpt35_turbo_calendar_024_06b29a,calendar_024,gpt35_turbo,calendar,easy,synthetic,get_events,True,True,0.000281,322,80,5
bl_gpt35_turbo_weather_030_00b0fb,weather_030,gpt35_turbo,weather,easy,synthetic,get_forecast,True,True,0.000473,601,115,8
bl_gpt35_turbo_calendar_023_c258bc,calendar_023,gpt35_turbo,calendar,easy,synthetic,create_event,True,True,0.000611,685,179,8
bl_gpt35_turbo_calendar_058_ee1e83,calendar_058,gpt35_turbo,calendar,medium,synthetic,get_events,True,False,0.000679,845,171,8
bl_gpt35_turbo_toolbench_syn_0055_5bbdb6,toolbench_syn_0055,gpt35_turbo,weather,hard,toolbench_synthetic,,False,False,0.0001375,119,52,2
bl_gpt35_turbo_weather_010_efce6d,weather_010,gpt35_turbo,weather,easy,synthetic,get_forecast,True,True,0.0002665,332,67,5
bl_gpt35_turbo_medical_051_1966dc,medical_051,gpt35_turbo,medical,medium,synthetic,get_patient_record,True,True,0.000334,353,105,5
bl_gpt35_turbo_toolbench_syn_0006_6dd6b0,toolbench_syn_0006,gpt35_turbo,weather,medium,toolbench_synthetic,,False,False,0.0001465,119,58,2
bl_gpt35_turbo_toolbench_syn_0030_992e84,toolbench_syn_0030,gpt35_turbo,calendar,easy,toolbench_synthetic,create_event,True,True,0.000917,1168,222,11
bl_gpt35_turbo_calendar_066_d79493,calendar_066,gpt35_turbo,calendar,medium,synthetic,get_events,True,False,0.000579,729,143,8
bl_gpt35_turbo_weather_001_b6f527,weather_001,gpt35_turbo,weather,easy,synthetic,get_weather,True,True,0.0002855,346,75,5
bl_gpt35_turbo_medical_077_8233ce,medical_077,gpt35_turbo,medical,medium,synthetic,,False,True,0.000134,118,50,2
bl_gpt35_turbo_medical_072_8edad4,medical_072,gpt35_turbo,medical,medium,synthetic,get_patient_record,True,False,0.0003605,361,120,5
bl_gpt35_turbo_weather_083_c01c48,weather_083,gpt35_turbo,weather,medium,synthetic,,False,True,0.000321,135,169,2
bl_gpt35_turbo_toolbench_syn_0047_5e933b,toolbench_syn_0047,gpt35_turbo,weather,hard,toolbench_synthetic,get_historical,False,False,0.0004285,449,136,5
bl_gpt35_turbo_halueval_0073_5940e0,halueval_0073,gpt35_turbo,knowledge,medium,halueval,,False,False,0.000305,439,57,3
bl_gpt35_turbo_calendar_092_729e82,calendar_092,gpt35_turbo,calendar,medium,synthetic,get_events,True,False,0.00098,1333,209,11
bl_gpt35_turbo_toolbench_syn_0099_f9b3cd,toolbench_syn_0099,gpt35_turbo,calendar,medium,toolbench_synthetic,get_events,False,False,0.0002545,317,64,5
bl_gpt35_turbo_toolbench_syn_0019_d922ce,toolbench_syn_0019,gpt35_turbo,medical,easy,toolbench_synthetic,check_drug_interaction,False,False,0.000566,673,153,8
bl_gpt35_turbo_medical_060_6f4f8c,medical_060,gpt35_turbo,medical,medium,synthetic,,False,False,0.000297,120,158,2
bl_gpt35_turbo_calendar_053_107ef6,calendar_053,gpt35_turbo,calendar,medium,synthetic,,False,False,0.000412,140,228,2
bl_gpt35_turbo_weather_055_b16cf7,weather_055,gpt35_turbo,weather,medium,synthetic,get_weather,True,True,0.0006695,850,163,8
bl_gpt35_turbo_medical_057_8d429c,medical_057,gpt35_turbo,medical,medium,synthetic,get_patient_record,True,False,0.0003335,358,103,5
bl_gpt35_turbo_halueval_0030_995cfc,halueval_0030,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.0003535,512,65,5
bl_gpt35_turbo_weather_092_47504c,weather_092,gpt35_turbo,weather,medium,synthetic,,False,True,0.0003165,135,166,2
bl_gpt35_turbo_halueval_0059_35670a,halueval_0059,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.0004865,580,131,5
bl_gpt35_turbo_weather_002_27eb9a,weather_002,gpt35_turbo,weather,easy,synthetic,get_weather,True,True,0.0005145,672,119,8
bl_gpt35_turbo_medical_023_86ddf4,medical_023,gpt35_turbo,medical,easy,synthetic,,False,True,0.0001795,116,81,2
bl_gpt35_turbo_halueval_0031_38b782,halueval_0031,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.000358,467,83,5
bl_gpt35_turbo_weather_081_caa63d,weather_081,gpt35_turbo,weather,medium,synthetic,get_weather,True,True,0.000791,823,253,8
bl_gpt35_turbo_halueval_0098_1e19f7,halueval_0098,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0003419999999999,465,73,5
bl_gpt35_turbo_halueval_0055_c76e7d,halueval_0055,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.000379,509,83,5
bl_gpt35_turbo_toolbench_syn_0028_bdcd53,toolbench_syn_0028,gpt35_turbo,calendar,hard,toolbench_synthetic,get_events,False,True,0.000361,395,109,5
bl_gpt35_turbo_halueval_0004_cc96da,halueval_0004,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.0003785,472,95,5
bl_gpt35_turbo_halueval_0036_eb8177,halueval_0036,gpt35_turbo,knowledge,medium,halueval,,False,False,0.0002994999999999,203,132,2
bl_gpt35_turbo_weather_059_b553e4,weather_059,gpt35_turbo,weather,medium,synthetic,,False,True,0.0002985,135,154,2
bl_gpt35_turbo_weather_006_fcbc4f,weather_006,gpt35_turbo,weather,easy,synthetic,get_weather,True,True,0.0002865,348,75,5
bl_gpt35_turbo_medical_084_d2ba4c,medical_084,gpt35_turbo,medical,medium,synthetic,get_patient_record,True,True,0.000393,390,132,5
bl_gpt35_turbo_medical_071_126700,medical_071,gpt35_turbo,medical,medium,synthetic,,False,True,0.000237,120,118,2
bl_gpt35_turbo_calendar_029_cf383c,calendar_029,gpt35_turbo,calendar,easy,synthetic,get_events,True,True,0.000282,324,80,5
bl_gpt35_turbo_medical_040_3ee40f,medical_040,gpt35_turbo,medical,easy,synthetic,,False,True,0.000142,104,60,2
bl_gpt35_turbo_calendar_096_f12a91,calendar_096,gpt35_turbo,calendar,medium,synthetic,get_events,True,False,0.000365,373,119,5
bl_gpt35_turbo_halueval_0005_e296d2,halueval_0005,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.000377,475,93,5
bl_gpt35_turbo_weather_033_3a464f,weather_033,gpt35_turbo,weather,easy,synthetic,,False,True,0.000142,119,55,2
bl_gpt35_turbo_toolbench_syn_0005_dea23e,toolbench_syn_0005,gpt35_turbo,calendar,easy,toolbench_synthetic,,False,True,0.000183,102,88,2
bl_gpt35_turbo_halueval_0087_be1fbe,halueval_0087,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.0003955,461,110,5
bl_gpt35_turbo_calendar_098_850601,calendar_098,gpt35_turbo,calendar,medium,synthetic,get_events,True,True,0.001318,1778,286,14
bl_gpt35_turbo_halueval_0058_818512,halueval_0058,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0003825,525,80,5
bl_gpt35_turbo_halueval_0029_6b7d57,halueval_0029,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.000388,482,98,5
bl_gpt35_turbo_weather_079_5e7de8,weather_079,gpt35_turbo,weather,medium,synthetic,get_weather,True,True,0.0006595,842,159,8
bl_gpt35_turbo_weather_025_af305a,weather_025,gpt35_turbo,weather,easy,synthetic,get_forecast,True,True,0.000265,332,66,5
bl_gpt35_turbo_weather_057_07aaf3,weather_057,gpt35_turbo,weather,medium,synthetic,get_weather,True,True,0.0007034999999999,780,209,8
bl_gpt35_turbo_weather_047_f60b83,weather_047,gpt35_turbo,weather,easy,synthetic,get_weather,True,True,0.0002929999999999,361,75,5
bl_gpt35_turbo_medical_061_ca59e5,medical_061,gpt35_turbo,medical,medium,synthetic,,False,False,0.0002215,116,109,2
bl_gpt35_turbo_medical_053_425af6,medical_053,gpt35_turbo,medical,medium,synthetic,get_patient_record,True,False,0.0003425,352,111,5
bl_gpt35_turbo_weather_071_6456a1,weather_071,gpt35_turbo,weather,medium,synthetic,,False,True,0.000195,135,85,2
bl_gpt35_turbo_medical_005_e03c8b,medical_005,gpt35_turbo,medical,easy,synthetic,,False,True,0.000142,104,60,2
bl_gpt35_turbo_halueval_0027_8e5058,halueval_0027,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.0004125,513,104,5
bl_gpt35_turbo_toolbench_syn_0086_2f06a6,toolbench_syn_0086,gpt35_turbo,weather,easy,toolbench_synthetic,get_forecast,False,False,0.000445,452,146,5
bl_gpt35_turbo_medical_020_af666a,medical_020,gpt35_turbo,medical,easy,synthetic,,False,True,0.000142,104,60,2
bl_gpt35_turbo_medical_099_4e7b67,medical_099,gpt35_turbo,medical,medium,synthetic,,False,False,0.0002255,118,111,2
bl_gpt35_turbo_calendar_035_65e541,calendar_035,gpt35_turbo,calendar,easy,synthetic,delete_event,True,True,0.0002225,271,58,5
bl_gpt35_turbo_medical_100_0833cd,medical_100,gpt35_turbo,medical,medium,synthetic,,False,True,0.000286,119,151,2
bl_gpt35_turbo_medical_076_9f5a93,medical_076,gpt35_turbo,medical,medium,synthetic,,False,True,0.0002815,119,148,2
bl_gpt35_turbo_halueval_0074_db1be5,halueval_0074,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.0003715,467,92,5
bl_gpt35_turbo_halueval_0092_a8bcc4,halueval_0092,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.0003974999999999,531,88,5
bl_gpt35_turbo_calendar_027_7fe98a,calendar_027,gpt35_turbo,calendar,easy,synthetic,get_events,True,False,0.0002545,317,64,5
bl_gpt35_turbo_medical_035_943803,medical_035,gpt35_turbo,medical,easy,synthetic,,False,True,0.000142,104,60,2
bl_gpt35_turbo_weather_074_147cb7,weather_074,gpt35_turbo,weather,medium,synthetic,get_weather,True,True,0.000429,417,147,5
bl_gpt35_turbo_halueval_0041_4fdde7,halueval_0041,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.000479,547,137,5
bl_gpt35_turbo_toolbench_syn_0029_5379f4,toolbench_syn_0029,gpt35_turbo,calendar,medium,toolbench_synthetic,,False,True,0.0001619999999999,108,72,2
bl_gpt35_turbo_medical_003_c9c5a6,medical_003,gpt35_turbo,medical,easy,synthetic,,False,True,0.0001795,116,81,2
bl_gpt35_turbo_toolbench_syn_0076_b22755,toolbench_syn_0076,gpt35_turbo,medical,medium,toolbench_synthetic,get_patient_record,True,False,0.000231,306,52,5
bl_gpt35_turbo_toolbench_syn_0080_08f38e,toolbench_syn_0080,gpt35_turbo,weather,easy,toolbench_synthetic,,False,False,0.0001375,119,52,2
bl_gpt35_turbo_toolbench_syn_0067_31ad97,toolbench_syn_0067,gpt35_turbo,weather,hard,toolbench_synthetic,get_weather,True,False,0.0002125,284,47,5
bl_gpt35_turbo_medical_056_8329f2,medical_056,gpt35_turbo,medical,medium,synthetic,get_patient_record,True,False,0.0014535,1878,343,14
bl_gpt35_turbo_medical_091_517781,medical_091,gpt35_turbo,medical,medium,synthetic,get_patient_record,True,False,0.000299,337,87,5
bl_gpt35_turbo_toolbench_syn_0035_15bf83,toolbench_syn_0035,gpt35_turbo,calendar,hard,toolbench_synthetic,create_event,True,False,0.0015195,1854,395,15
bl_gpt35_turbo_calendar_009_a880ca,calendar_009,gpt35_turbo,calendar,easy,synthetic,get_events,True,False,0.000267,321,71,5
bl_gpt35_turbo_weather_034_4403fa,weather_034,gpt35_turbo,weather,easy,synthetic,get_historical,False,True,0.0003195,381,86,5
bl_gpt35_turbo_medical_006_773bf4,medical_006,gpt35_turbo,medical,easy,synthetic,get_patient_record,True,True,0.0002875,308,89,5
bl_gpt35_turbo_calendar_038_6231fd,calendar_038,gpt35_turbo,calendar,easy,synthetic,create_event,True,True,0.0005809999999999,679,161,8
bl_gpt35_turbo_halueval_0082_6c380a,halueval_0082,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0003345,474,65,5
bl_gpt35_turbo_calendar_062_a2b008,calendar_062,gpt35_turbo,calendar,medium,synthetic,get_events,True,False,0.000662,952,124,8
bl_gpt35_turbo_calendar_018_089aec,calendar_018,gpt35_turbo,calendar,easy,synthetic,,False,True,0.000212,118,102,2
bl_gpt35_turbo_weather_029_04106f,weather_029,gpt35_turbo,weather,easy,synthetic,get_historical,False,True,0.000324,381,89,5
bl_gpt35_turbo_calendar_067_b6dcfb,calendar_067,gpt35_turbo,calendar,medium,synthetic,,False,False,0.0003909999999999,140,214,2
bl_gpt35_turbo_toolbench_syn_0050_3b69a3,toolbench_syn_0050,gpt35_turbo,calendar,hard,toolbench_synthetic,create_event,True,True,0.000479,562,132,8
bl_gpt35_turbo_halueval_0067_d0a0e0,halueval_0067,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.000455,484,142,5
bl_gpt35_turbo_medical_086_312fc9,medical_086,gpt35_turbo,medical,medium,synthetic,,False,True,0.000163,119,69,2
bl_gpt35_turbo_calendar_039_5d1418,calendar_039,gpt35_turbo,calendar,easy,synthetic,,False,False,0.0001875,108,89,2
bl_gpt35_turbo_halueval_0099_2be2fc,halueval_0099,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.000394,497,97,5
bl_gpt35_turbo_halueval_0063_b22340,halueval_0063,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.000387,522,84,5
bl_gpt35_turbo_medical_037_22b25a,medical_037,gpt35_turbo,medical,easy,synthetic,,False,True,0.0002445,111,126,2
bl_gpt35_turbo_halueval_0009_3c4bba,halueval_0009,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0003645,498,77,5
bl_gpt35_turbo_toolbench_syn_0052_b1448a,toolbench_syn_0052,gpt35_turbo,calendar,medium,toolbench_synthetic,create_event,True,True,0.001375,1784,322,14
bl_gpt35_turbo_halueval_0094_b72fa9,halueval_0094,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0003585,495,74,5
bl_gpt35_turbo_medical_074_f79fbf,medical_074,gpt35_turbo,medical,medium,synthetic,,False,False,0.0001665,120,71,2
bl_gpt35_turbo_halueval_0038_e4fae0,halueval_0038,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0004725,627,106,5
bl_gpt35_turbo_weather_088_e3c08f,weather_088,gpt35_turbo,weather,medium,synthetic,,False,False,0.0002175,144,97,2
bl_gpt35_turbo_halueval_0011_bfc819,halueval_0011,gpt35_turbo,knowledge,hard,halueval,,False,False,0.000197,196,66,2
bl_gpt35_turbo_toolbench_syn_0011_108a4d,toolbench_syn_0011,gpt35_turbo,weather,medium,toolbench_synthetic,get_forecast,False,False,0.0002684999999999,327,70,5
bl_gpt35_turbo_weather_037_5b5c57,weather_037,gpt35_turbo,weather,easy,synthetic,,False,True,0.0001685,127,70,2
bl_gpt35_turbo_halueval_0070_39b408,halueval_0070,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.0004265,571,94,5
bl_gpt35_turbo_toolbench_syn_0049_19bcfc,toolbench_syn_0049,gpt35_turbo,calendar,medium,toolbench_synthetic,create_event,True,True,0.00045,555,115,8
bl_gpt35_turbo_toolbench_syn_0043_835cc8,toolbench_syn_0043,gpt35_turbo,weather,medium,toolbench_synthetic,get_forecast,False,False,0.000257,325,63,5
bl_gpt35_turbo_toolbench_syn_0031_0e3ea0,toolbench_syn_0031,gpt35_turbo,calendar,hard,toolbench_synthetic,create_event,True,True,0.0013084999999999,1735,294,14
bl_gpt35_turbo_calendar_037_542c46,calendar_037,gpt35_turbo,calendar,easy,synthetic,get_events,True,False,0.0003005,355,82,5
bl_gpt35_turbo_calendar_090_ba7ee8,calendar_090,gpt35_turbo,calendar,medium,synthetic,get_events,True,False,0.0003685,380,119,5
bl_gpt35_turbo_calendar_082_af50ac,calendar_082,gpt35_turbo,calendar,medium,synthetic,get_events,True,False,0.000404,499,103,5
bl_gpt35_turbo_calendar_008_501156,calendar_008,gpt35_turbo,calendar,easy,synthetic,create_event,True,True,0.0006395,709,190,8
bl_gpt35_turbo_toolbench_syn_0025_3db1ab,toolbench_syn_0025,gpt35_turbo,medical,medium,toolbench_synthetic,,False,True,0.000135,105,55,2
bl_gpt35_turbo_weather_084_05aff2,weather_084,gpt35_turbo,weather,medium,synthetic,get_weather,True,True,0.000644,751,179,8
bl_gpt35_turbo_medical_033_9c297b,medical_033,gpt35_turbo,medical,easy,synthetic,,False,True,0.000201,117,95,2
bl_gpt35_turbo_halueval_0054_b4a83e,halueval_0054,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0003965,475,106,5
bl_gpt35_turbo_calendar_087_493894,calendar_087,gpt35_turbo,calendar,medium,synthetic,create_event,True,True,0.0010065,1254,253,11
bl_gpt35_turbo_halueval_0047_b83d80,halueval_0047,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0004285,542,105,5
bl_gpt35_turbo_halueval_0078_70c2f2,halueval_0078,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0003754999999999,496,85,5
bl_gpt35_turbo_halueval_0044_c1edb7,halueval_0044,gpt35_turbo,knowledge,medium,halueval,,False,False,0.0002625,219,102,2
bl_gpt35_turbo_calendar_049_6d455e,calendar_049,gpt35_turbo,calendar,easy,synthetic,get_events,True,True,0.000281,322,80,5
bl_gpt35_turbo_toolbench_syn_0095_637559,toolbench_syn_0095,gpt35_turbo,calendar,easy,toolbench_synthetic,get_events,False,True,0.000299,355,81,5
bl_gpt35_turbo_calendar_017_79466f,calendar_017,gpt35_turbo,calendar,easy,synthetic,get_events,True,False,0.0002575,320,65,5
bl_gpt35_turbo_weather_052_74a634,weather_052,gpt35_turbo,weather,medium,synthetic,get_weather,True,True,0.001352,1561,381,11
bl_gpt35_turbo_toolbench_syn_0038_1b2bb2,toolbench_syn_0038,gpt35_turbo,weather,medium,toolbench_synthetic,get_historical,False,False,0.0003365,451,74,5
bl_gpt35_turbo_weather_024_7946e8,weather_024,gpt35_turbo,weather,easy,synthetic,get_historical,False,True,0.0003195,381,86,5
bl_gpt35_turbo_weather_036_c759a6,weather_036,gpt35_turbo,weather,easy,synthetic,get_weather,True,True,0.000288,348,76,5
bl_gpt35_turbo_medical_096_ea823a,medical_096,gpt35_turbo,medical,medium,synthetic,,False,False,0.0001665,120,71,2
bl_gpt35_turbo_toolbench_syn_0060_88d009,toolbench_syn_0060,gpt35_turbo,calendar,hard,toolbench_synthetic,create_event,True,True,0.0004705,554,129,8
bl_gpt35_turbo_toolbench_syn_0016_1a7833,toolbench_syn_0016,gpt35_turbo,weather,easy,toolbench_synthetic,get_historical,False,False,0.0003365,451,74,5
bl_gpt35_turbo_weather_099_3b307c,weather_099,gpt35_turbo,weather,medium,synthetic,get_weather,True,True,0.000717,831,201,8
bl_gpt35_turbo_calendar_086_30d533,calendar_086,gpt35_turbo,calendar,medium,synthetic,get_events,True,False,0.000447,510,128,5
bl_gpt35_turbo_halueval_0024_2f5ef4,halueval_0024,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0003555,489,74,5
bl_gpt35_turbo_calendar_051_8a18c2,calendar_051,gpt35_turbo,calendar,medium,synthetic,create_event,True,True,0.0011605,1409,304,11
bl_gpt35_turbo_toolbench_syn_0021_0de921,toolbench_syn_0021,gpt35_turbo,medical,hard,toolbench_synthetic,get_patient_record,True,False,0.0011375,1270,335,14
bl_gpt35_turbo_medical_083_404a40,medical_083,gpt35_turbo,medical,medium,synthetic,get_patient_record,True,True,0.0009025,1166,213,11
bl_gpt35_turbo_calendar_094_df90b8,calendar_094,gpt35_turbo,calendar,medium,synthetic,,False,True,0.000196,128,88,2
bl_gpt35_turbo_weather_041_cf03ba,weather_041,gpt35_turbo,weather,easy,synthetic,get_weather,True,True,0.000288,348,76,5
bl_gpt35_turbo_medical_036_99181d,medical_036,gpt35_turbo,medical,easy,synthetic,get_patient_record,True,True,0.0002875,308,89,5
bl_gpt35_turbo_weather_064_48c825,weather_064,gpt35_turbo,weather,medium,synthetic,get_weather,True,True,0.0006575,844,157,8
bl_gpt35_turbo_medical_075_b28b38,medical_075,gpt35_turbo,medical,medium,synthetic,get_patient_record,True,True,0.0004194999999999,392,149,5
bl_gpt35_turbo_toolbench_syn_0073_c4ad14,toolbench_syn_0073,gpt35_turbo,calendar,easy,toolbench_synthetic,,False,True,0.0001485,108,63,2
bl_gpt35_turbo_halueval_0013_19f3ff,halueval_0013,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0003795,468,97,5
bl_gpt35_turbo_weather_023_a5580c,weather_023,gpt35_turbo,weather,easy,synthetic,get_forecast,True,True,0.000556,647,155,8
bl_gpt35_turbo_calendar_036_3b993a,calendar_036,gpt35_turbo,calendar,easy,synthetic,create_event,True,True,0.0005905,683,166,8
bl_gpt35_turbo_toolbench_syn_0009_3b62a2,toolbench_syn_0009,gpt35_turbo,weather,easy,toolbench_synthetic,get_forecast,False,False,0.0002805,333,76,5
bl_gpt35_turbo_halueval_0033_6d94cf,halueval_0033,gpt35_turbo,knowledge,medium,halueval,search_knowledge,True,False,0.0004355,499,124,5
bl_gpt35_turbo_calendar_077_abd298,calendar_077,gpt35_turbo,calendar,medium,synthetic,,False,False,0.0003999999999999,140,220,2
bl_gpt35_turbo_calendar_084_17ec6b,calendar_084,gpt35_turbo,calendar,medium,synthetic,get_events,True,False,0.000388,416,120,5
bl_gpt35_turbo_weather_050_552856,weather_050,gpt35_turbo,weather,easy,synthetic,,False,True,0.000149,121,59,2
bl_gpt35_turbo_halueval_0080_310bbc,halueval_0080,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.0003925,500,95,5
bl_gpt35_turbo_halueval_0090_03b543,halueval_0090,gpt35_turbo,knowledge,hard,halueval,search_knowledge,True,False,0.000322,470,58,5
bl_gpt35_turbo_calendar_095_1c6d4c,calendar_095,gpt35_turbo,calendar,medium,synthetic,,False,False,0.0004374999999999,140,245,2
bl_gpt35_turbo_toolbench_syn_0090_7535ad,toolbench_syn_0090,gpt35_turbo,medical,easy,toolbench_synthetic,get_patient_record,True,False,0.000231,306,52,5
bl_gpt35_turbo_calendar_073_7711c3,calendar_073,gpt35_turbo,calendar,medium,synthetic,,False,False,0.0003945,141,216,2
bl_gpt35_turbo_weather_080_18a765,weather_080,gpt35_turbo,weather,medium,synthetic,,False,False,0.00027,135,135,2
bl_gpt35_turbo_calendar_011_53415b,calendar_011,gpt35_turbo,calendar,easy,synthetic,create_event,True,True,0.0005905,683,166,8
bl_gpt35_turbo_halueval_0064_171e14,halueval_0064,gpt35_turbo,knowledge,hard,halueval,,False,False,0.000181,197,55,2
