session_id,task_id,model,domain,injection_type,predicted_stage,ground_truth_stage,confidence,method,final_correct,correct_attribution
p2_semantic_wrong_gpt41_nano_toolbench_syn_0053_41a96c,toolbench_syn_0053,gpt41_nano,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt41_nano_toolbench_syn_0058_e1d589,toolbench_syn_0058,gpt41_nano,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt41_nano_toolbench_syn_0061_a77d84,toolbench_syn_0061,gpt41_nano,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt41_nano_toolbench_syn_0062_7e4f5e,toolbench_syn_0062,gpt41_nano,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt41_nano_toolbench_syn_0063_3285c7,toolbench_syn_0063,gpt41_nano,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt41_nano_toolbench_syn_0064_78fa6b,toolbench_syn_0064,gpt41_nano,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt41_nano_toolbench_syn_0072_94777d,toolbench_syn_0072,gpt41_nano,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt41_nano_toolbench_syn_0074_ed52f9,toolbench_syn_0074,gpt41_nano,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt41_nano_toolbench_syn_0075_b89fe3,toolbench_syn_0075,gpt41_nano,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt41_nano_toolbench_syn_0078_b66028,toolbench_syn_0078,gpt41_nano,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt41_nano_toolbench_syn_0082_2a4e97,toolbench_syn_0082,gpt41_nano,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt41_nano_toolbench_syn_0084_47a1b3,toolbench_syn_0084,gpt41_nano,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt41_nano_toolbench_syn_0085_7d0c52,toolbench_syn_0085,gpt41_nano,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt41_nano_toolbench_syn_0087_98ff1e,toolbench_syn_0087,gpt41_nano,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt41_nano_toolbench_syn_0096_537583,toolbench_syn_0096,gpt41_nano,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt4o_calendar_032_438c3a,calendar_032,gpt4o,calendar,p2_semantic_wrong,output_generation,parameter_generation,0.7,heuristic,False,False
p2_semantic_wrong_gpt4o_calendar_054_00dd30,calendar_054,gpt4o,calendar,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt4o_calendar_081_c57840,calendar_081,gpt4o,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_calendar_088_819ec3,calendar_088,gpt4o,calendar,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt4o_medical_098_654023,medical_098,gpt4o,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_004_92ae6e,calendar_004,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_007_17fdef,calendar_007,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_022_d4f239,calendar_022,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_032_a54573,calendar_032,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_034_3c98df,calendar_034,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_044_92af4b,calendar_044,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_047_a96331,calendar_047,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_054_ee65d9,calendar_054,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_056_2a0b31,calendar_056,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_058_b8328e,calendar_058,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_060_1b465c,calendar_060,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_068_81c747,calendar_068,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_070_d0ef56,calendar_070,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_072_eedb61,calendar_072,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_074_c15ea5,calendar_074,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_080_ab4d9d,calendar_080,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_081_dffe20,calendar_081,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_088_fef5a5,calendar_088,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_calendar_100_34fc8f,calendar_100,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_054_7260ea,medical_054,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_058_8a3070,medical_058,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_062_fe1af8,medical_062,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_063_1d1c4c,medical_063,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_064_fa17c3,medical_064,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_066_df1900,medical_066,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_068_5d79cc,medical_068,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_070_e5a555,medical_070,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_073_c7d16d,medical_073,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_082_21e65b,medical_082,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_085_e1537c,medical_085,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_087_9cd563,medical_087,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_089_1618c1,medical_089,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_092_afc525,medical_092,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_093_4677b1,medical_093,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_094_e73b06,medical_094,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_097_9a6598,medical_097,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_medical_098_e720ba,medical_098,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_toolbench_syn_0065_70bd14,toolbench_syn_0065,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_toolbench_syn_0071_7aacf4,toolbench_syn_0071,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_toolbench_syn_0087_af26b4,toolbench_syn_0087,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_toolbench_syn_0091_cc5d06,toolbench_syn_0091,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_toolbench_syn_0093_d112ae,toolbench_syn_0093,gpt4o_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_toolbench_syn_0094_43fc8e,toolbench_syn_0094,gpt4o_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_weather_062_03486e,weather_062,gpt4o_mini,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt4o_mini_weather_086_0e6810,weather_086,gpt4o_mini,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_mini_weather_095_8bdec3,weather_095,gpt4o_mini,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_toolbench_syn_0004_a463ee,toolbench_syn_0004,gpt4o,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_toolbench_syn_0023_faad0f,toolbench_syn_0023,gpt4o,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_toolbench_syn_0040_e54e63,toolbench_syn_0040,gpt4o,medical,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt4o_toolbench_syn_0045_d61eaa,toolbench_syn_0045,gpt4o,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_toolbench_syn_0053_f9ece7,toolbench_syn_0053,gpt4o,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_toolbench_syn_0058_187e10,toolbench_syn_0058,gpt4o,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_toolbench_syn_0062_051ef1,toolbench_syn_0062,gpt4o,weather,p2_semantic_wrong,output_generation,parameter_generation,0.7,heuristic,False,False
p2_semantic_wrong_gpt4o_toolbench_syn_0070_0d315e,toolbench_syn_0070,gpt4o,medical,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_gpt4o_toolbench_syn_0074_70f871,toolbench_syn_0074,gpt4o,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_toolbench_syn_0093_010bd5,toolbench_syn_0093,gpt4o,calendar,p2_semantic_wrong,output_generation,parameter_generation,0.7,heuristic,False,False
p2_semantic_wrong_gpt4o_toolbench_syn_0094_698a26,toolbench_syn_0094,gpt4o,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_toolbench_syn_0096_29c621,toolbench_syn_0096,gpt4o,weather,p2_semantic_wrong,output_generation,parameter_generation,0.7,heuristic,False,False
p2_semantic_wrong_gpt4o_weather_012_66136c,weather_012,gpt4o,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_gpt4o_weather_086_5d50df,weather_086,gpt4o,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_o3_mini_calendar_054_b4e148,calendar_054,o3_mini,calendar,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_o3_mini_calendar_083_300ae4,calendar_083,o3_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_o3_mini_calendar_088_b7de2e,calendar_088,o3_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_o3_mini_calendar_089_5dd087,calendar_089,o3_mini,calendar,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_o3_mini_calendar_100_e41db1,calendar_100,o3_mini,calendar,p2_semantic_wrong,output_generation,parameter_generation,0.7,heuristic,False,False
p2_semantic_wrong_o3_mini_medical_031_41744f,medical_031,o3_mini,medical,p2_semantic_wrong,memory_retrieval,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_o3_mini_medical_093_8383fd,medical_093,o3_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_o3_mini_medical_098_15159d,medical_098,o3_mini,medical,p2_semantic_wrong,output_generation,parameter_generation,0.7,heuristic,False,False
p2_semantic_wrong_o3_mini_toolbench_syn_0004_2b8e06,toolbench_syn_0004,o3_mini,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_o3_mini_toolbench_syn_0034_270623,toolbench_syn_0034,o3_mini,calendar,p2_semantic_wrong,output_generation,parameter_generation,0.7,heuristic,False,False
p2_semantic_wrong_o3_mini_toolbench_syn_0040_9c3879,toolbench_syn_0040,o3_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_o3_mini_toolbench_syn_0045_c66132,toolbench_syn_0045,o3_mini,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_o3_mini_toolbench_syn_0053_0105ea,toolbench_syn_0053,o3_mini,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_o3_mini_toolbench_syn_0058_1d3622,toolbench_syn_0058,o3_mini,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_o3_mini_toolbench_syn_0062_faa079,toolbench_syn_0062,o3_mini,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_o3_mini_toolbench_syn_0070_afe63b,toolbench_syn_0070,o3_mini,medical,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_o3_mini_toolbench_syn_0074_c82f16,toolbench_syn_0074,o3_mini,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_semantic_wrong_o3_mini_toolbench_syn_0093_585e4d,toolbench_syn_0093,o3_mini,calendar,p2_semantic_wrong,output_generation,parameter_generation,0.7,heuristic,False,False
p2_semantic_wrong_o3_mini_toolbench_syn_0094_0822f3,toolbench_syn_0094,o3_mini,medical,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_o3_mini_toolbench_syn_0096_c8063b,toolbench_syn_0096,o3_mini,weather,p2_semantic_wrong,output_generation,parameter_generation,0.7,heuristic,False,False
p2_semantic_wrong_o3_mini_weather_027_fa68b5,weather_027,o3_mini,weather,p2_semantic_wrong,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_semantic_wrong_o3_mini_weather_090_0d8963,weather_090,o3_mini,weather,p2_semantic_wrong,output_generation,parameter_generation,0.7,heuristic,False,False
p2_semantic_wrong_o3_mini_weather_097_6c73fa,weather_097,o3_mini,weather,p2_semantic_wrong,tool_execution,parameter_generation,0.7,llm_judge,False,False
p2_type_mismatch_deepseek_v3_calendar_004_bd5cca,calendar_004,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_007_b439df,calendar_007,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_019_2c1b83,calendar_019,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_022_ee6e22,calendar_022,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_032_abce93,calendar_032,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_047_0ad092,calendar_047,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_054_90c731,calendar_054,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_056_9a3156,calendar_056,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_070_92a9bb,calendar_070,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_072_2334bd,calendar_072,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_080_a52328,calendar_080,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_088_49991d,calendar_088,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_088_68e9ce,calendar_088,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_089_e11ae0,calendar_089,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_097_7b4c35,calendar_097,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_calendar_100_416a17,calendar_100,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_medical_054_fc9f52,medical_054,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_medical_062_2afcf5,medical_062,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_medical_068_99a7bb,medical_068,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_medical_070_b86e98,medical_070,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_medical_073_42b683,medical_073,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_medical_078_e3e40d,medical_078,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_medical_085_47ba30,medical_085,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_medical_097_0f5da5,medical_097,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0000_07440d,toolbench_syn_0000,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0004_059c0c,toolbench_syn_0004,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0004_22af6e,toolbench_syn_0004,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0017_def573,toolbench_syn_0017,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0018_ed1ff3,toolbench_syn_0018,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0022_e2b0be,toolbench_syn_0022,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0024_a4d10d,toolbench_syn_0024,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0039_5604cb,toolbench_syn_0039,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0040_074365,toolbench_syn_0040,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0040_39758c,toolbench_syn_0040,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0041_0b5252,toolbench_syn_0041,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0042_2f4184,toolbench_syn_0042,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0045_29491d,toolbench_syn_0045,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0045_ae2f29,toolbench_syn_0045,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0048_10a3e8,toolbench_syn_0048,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0053_f04054,toolbench_syn_0053,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0058_10087d,toolbench_syn_0058,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0058_14de76,toolbench_syn_0058,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0061_ab579c,toolbench_syn_0061,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0062_1597b1,toolbench_syn_0062,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0063_1b9a0d,toolbench_syn_0063,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0064_4b6bd8,toolbench_syn_0064,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0065_610f18,toolbench_syn_0065,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0070_8e8d0b,toolbench_syn_0070,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0070_dc8f75,toolbench_syn_0070,deepseek_v3,medical,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0071_03b572,toolbench_syn_0071,deepseek_v3,calendar,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0072_eb6ffd,toolbench_syn_0072,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0074_0b1ec4,toolbench_syn_0074,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0074_6a31d1,toolbench_syn_0074,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
p2_type_mismatch_deepseek_v3_toolbench_syn_0078_df232d,toolbench_syn_0078,deepseek_v3,weather,p2_type_mismatch,parameter_generation,parameter_generation,0.95,schema_check,False,True
