session_id,task_id,model,domain,difficulty,source,error_type,tool_selected,tool_correct,final_correct,eps,weps,reached_output,cascade_count,cost
p2_type_mismatch_gpt35_turbo_medical_047_2e2d68,medical_047,gpt35_turbo,medical,easy,synthetic,type_mismatch,check_drug_interaction,True,True,1,0.3,False,1,0.0005155
p2_type_mismatch_gpt35_turbo_toolbench_syn_0045_89d044,toolbench_syn_0045,gpt35_turbo,weather,easy,toolbench_synthetic,type_mismatch,get_weather,True,False,2,0.6,True,0,0.00023
p2_type_mismatch_gpt35_turbo_toolbench_syn_0096_1465d2,toolbench_syn_0096,gpt35_turbo,weather,medium,toolbench_synthetic,type_mismatch,get_historical,False,False,2,0.6,True,2,0.0006345
p2_type_mismatch_gpt35_turbo_weather_027_94b57b,weather_027,gpt35_turbo,weather,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.00017
p2_type_mismatch_gpt35_turbo_weather_090_5914d1,weather_090,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,1,0.0011145
p2_type_mismatch_gpt35_turbo_weather_078_fcf4e6,weather_078,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,0,0.0010135
p2_type_mismatch_gpt35_turbo_medical_008_e75559,medical_008,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000178
p2_type_mismatch_gpt35_turbo_calendar_085_5188b0,calendar_085,gpt35_turbo,calendar,medium,synthetic,type_mismatch,create_event,True,True,1,0.3,False,1,0.0010655
p2_type_mismatch_gpt35_turbo_medical_063_44aefc,medical_063,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,False,2,0.6,True,0,0.000513
p2_type_mismatch_gpt35_turbo_calendar_001_ceef75,calendar_001,gpt35_turbo,calendar,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000187
p2_type_mismatch_gpt35_turbo_calendar_083_810035,calendar_083,gpt35_turbo,calendar,medium,synthetic,type_mismatch,,False,False,0,0.0,False,0,0.0004755
p2_type_mismatch_gpt35_turbo_toolbench_syn_0094_fd0e1b,toolbench_syn_0094,gpt35_turbo,medical,medium,toolbench_synthetic,type_mismatch,,False,False,0,0.0,False,0,0.000216
p2_type_mismatch_gpt35_turbo_weather_096_e8cf14,weather_096,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,0,0.0009645
p2_type_mismatch_gpt35_turbo_calendar_056_8384f5,calendar_056,gpt35_turbo,calendar,medium,synthetic,type_mismatch,get_events,True,False,2,0.6,True,2,0.0005304999999999
p2_type_mismatch_gpt35_turbo_medical_038_4ae886,medical_038,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000178
p2_type_mismatch_gpt35_turbo_medical_031_f5d9ea,medical_031,gpt35_turbo,medical,easy,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,1,0.0004349999999999
p2_type_mismatch_gpt35_turbo_toolbench_syn_0062_921b18,toolbench_syn_0062,gpt35_turbo,weather,hard,toolbench_synthetic,type_mismatch,get_historical,False,False,2,0.6,True,2,0.000638
p2_type_mismatch_gpt35_turbo_toolbench_syn_0053_e69671,toolbench_syn_0053,gpt35_turbo,weather,easy,toolbench_synthetic,type_mismatch,get_weather,True,False,2,0.6,True,1,0.000225
p2_type_mismatch_gpt35_turbo_weather_086_50a578,weather_086,gpt35_turbo,weather,medium,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000294
p2_type_mismatch_gpt35_turbo_toolbench_syn_0023_8b780a,toolbench_syn_0023,gpt35_turbo,medical,hard,toolbench_synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000135
p2_type_mismatch_gpt35_turbo_toolbench_syn_0093_eadacf,toolbench_syn_0093,gpt35_turbo,calendar,medium,toolbench_synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000148
p2_type_mismatch_gpt35_turbo_toolbench_syn_0013_1f620f,toolbench_syn_0013,gpt35_turbo,medical,medium,toolbench_synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0001315
p2_type_mismatch_gpt35_turbo_calendar_072_9eecad,calendar_072,gpt35_turbo,calendar,medium,synthetic,type_mismatch,get_events,True,False,2,0.6,True,2,0.000609
p2_type_mismatch_gpt35_turbo_toolbench_syn_0092_a91898,toolbench_syn_0092,gpt35_turbo,medical,hard,toolbench_synthetic,type_mismatch,get_patient_record,True,False,2,0.6,True,0,0.0003895
p2_type_mismatch_gpt35_turbo_weather_039_cf024b,weather_039,gpt35_turbo,weather,easy,synthetic,type_mismatch,get_historical,False,True,1,0.3,False,2,0.0005575
p2_type_mismatch_gpt35_turbo_calendar_054_84c2c2,calendar_054,gpt35_turbo,calendar,medium,synthetic,type_mismatch,get_events,True,False,2,0.6,True,1,0.0011265
p2_type_mismatch_gpt35_turbo_calendar_007_d2bdee,calendar_007,gpt35_turbo,calendar,easy,synthetic,type_mismatch,get_events,True,False,2,0.6,True,1,0.0004545
p2_type_mismatch_gpt35_turbo_weather_070_2b0e22,weather_070,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,1,0.0009905
p2_type_mismatch_gpt35_turbo_toolbench_syn_0048_c2d137,toolbench_syn_0048,gpt35_turbo,medical,hard,toolbench_synthetic,type_mismatch,get_patient_record,True,False,2,0.6,True,0,0.0003815
p2_type_mismatch_gpt35_turbo_medical_045_2a310f,medical_045,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000142
p2_type_mismatch_gpt35_turbo_weather_032_ef8acf,weather_032,gpt35_turbo,weather,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0001595
p2_type_mismatch_gpt35_turbo_calendar_059_8baec8,calendar_059,gpt35_turbo,calendar,medium,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000466
p2_type_mismatch_gpt35_turbo_medical_034_ac0401,medical_034,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0001309999999999
p2_type_mismatch_gpt35_turbo_weather_009_e7fc0b,weather_009,gpt35_turbo,weather,easy,synthetic,type_mismatch,get_historical,False,True,1,0.3,False,1,0.0005555
p2_type_mismatch_gpt35_turbo_medical_068_04df65,medical_068,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,False,2,0.6,True,2,0.0006425
p2_type_mismatch_gpt35_turbo_medical_062_abbb48,medical_062,gpt35_turbo,medical,medium,synthetic,type_mismatch,,False,False,0,0.0,False,0,0.000297
p2_type_mismatch_gpt35_turbo_medical_092_342c1f,medical_092,gpt35_turbo,medical,medium,synthetic,type_mismatch,,False,False,0,0.0,False,0,0.0002985
p2_type_mismatch_gpt35_turbo_calendar_099_96d5c5,calendar_099,gpt35_turbo,calendar,medium,synthetic,type_mismatch,,False,False,0,0.0,False,0,0.0004104999999999
p2_type_mismatch_gpt35_turbo_toolbench_syn_0024_bf0201,toolbench_syn_0024,gpt35_turbo,medical,easy,toolbench_synthetic,type_mismatch,get_patient_record,True,False,2,0.6,True,0,0.000425
p2_type_mismatch_gpt35_turbo_calendar_033_e67506,calendar_033,gpt35_turbo,calendar,easy,synthetic,type_mismatch,create_event,True,True,1,0.3,False,1,0.000596
p2_type_mismatch_gpt35_turbo_weather_003_13edf0,weather_003,gpt35_turbo,weather,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000142
p2_type_mismatch_gpt35_turbo_medical_064_f8dc02,medical_064,gpt35_turbo,medical,medium,synthetic,type_mismatch,,False,False,0,0.0,False,0,0.000291
p2_type_mismatch_gpt35_turbo_toolbench_syn_0022_b52183,toolbench_syn_0022,gpt35_turbo,weather,medium,toolbench_synthetic,type_mismatch,get_forecast,False,False,2,0.6,True,2,0.000566
p2_type_mismatch_gpt35_turbo_weather_019_5458c6,weather_019,gpt35_turbo,weather,easy,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,1,0.000496
p2_type_mismatch_gpt35_turbo_weather_077_30850d,weather_077,gpt35_turbo,weather,medium,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000318
p2_type_mismatch_gpt35_turbo_toolbench_syn_0014_052cf0,toolbench_syn_0014,gpt35_turbo,calendar,easy,toolbench_synthetic,type_mismatch,create_event,True,True,1,0.3,False,1,0.0005175
p2_type_mismatch_gpt35_turbo_toolbench_syn_0051_567a3b,toolbench_syn_0051,gpt35_turbo,medical,hard,toolbench_synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000138
p2_type_mismatch_gpt35_turbo_medical_054_b44649,medical_054,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,2,0.0012209999999999
p2_type_mismatch_gpt35_turbo_calendar_044_394ef1,calendar_044,gpt35_turbo,calendar,easy,synthetic,type_mismatch,get_events,True,True,1,0.3,False,1,0.0005449999999999
p2_type_mismatch_gpt35_turbo_weather_067_75455e,weather_067,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,1,0.0009655
p2_type_mismatch_gpt35_turbo_calendar_080_5d27e9,calendar_080,gpt35_turbo,calendar,medium,synthetic,type_mismatch,get_events,True,True,1,0.3,False,2,0.000764
p2_type_mismatch_gpt35_turbo_calendar_034_00e9db,calendar_034,gpt35_turbo,calendar,easy,synthetic,type_mismatch,get_events,True,False,2,0.6,True,0,0.0004395
p2_type_mismatch_gpt35_turbo_calendar_045_8c09b2,calendar_045,gpt35_turbo,calendar,easy,synthetic,type_mismatch,delete_event,True,True,1,0.3,False,1,0.000261
p2_type_mismatch_gpt35_turbo_medical_009_8ed438,medical_009,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0001264999999999
p2_type_mismatch_gpt35_turbo_medical_070_8fb28c,medical_070,gpt35_turbo,medical,medium,synthetic,type_mismatch,,False,False,0,0.0,False,0,0.0003015
p2_type_mismatch_gpt35_turbo_calendar_046_00b223,calendar_046,gpt35_turbo,calendar,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0002195
p2_type_mismatch_gpt35_turbo_medical_081_f849bd,medical_081,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,1,0.0011425
p2_type_mismatch_gpt35_turbo_toolbench_syn_0041_eefb85,toolbench_syn_0041,gpt35_turbo,medical,easy,toolbench_synthetic,type_mismatch,get_patient_record,True,False,2,0.6,True,0,0.0003794999999999
p2_type_mismatch_gpt35_turbo_weather_018_0a4ad5,weather_018,gpt35_turbo,weather,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0001375
p2_type_mismatch_gpt35_turbo_toolbench_syn_0017_7d7c04,toolbench_syn_0017,gpt35_turbo,weather,hard,toolbench_synthetic,type_mismatch,get_historical,False,False,2,0.6,True,1,0.000557
p2_type_mismatch_gpt35_turbo_medical_078_ea73b8,medical_078,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,False,2,0.6,True,1,0.0013085
p2_type_mismatch_gpt35_turbo_weather_021_4d894f,weather_021,gpt35_turbo,weather,easy,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,0,0.0004695
p2_type_mismatch_gpt35_turbo_medical_039_a567b5,medical_039,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0001309999999999
p2_type_mismatch_gpt35_turbo_calendar_031_4f55b0,calendar_031,gpt35_turbo,calendar,easy,synthetic,type_mismatch,create_event,True,True,1,0.3,False,1,0.000615
p2_type_mismatch_gpt35_turbo_medical_097_228b38,medical_097,gpt35_turbo,medical,medium,synthetic,type_mismatch,,False,False,0,0.0,False,0,0.0002174999999999
p2_type_mismatch_gpt35_turbo_toolbench_syn_0000_353cdd,toolbench_syn_0000,gpt35_turbo,weather,easy,toolbench_synthetic,type_mismatch,get_forecast,False,False,2,0.6,True,1,0.000474
p2_type_mismatch_gpt35_turbo_medical_087_de4f0c,medical_087,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,False,2,0.6,True,0,0.000962
p2_type_mismatch_gpt35_turbo_medical_004_b7303f,medical_004,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0001309999999999
p2_type_mismatch_gpt35_turbo_calendar_050_116e06,calendar_050,gpt35_turbo,calendar,easy,synthetic,type_mismatch,delete_event,True,True,1,0.3,False,0,0.0003835
p2_type_mismatch_gpt35_turbo_toolbench_syn_0087_c2684d,toolbench_syn_0087,gpt35_turbo,medical,easy,toolbench_synthetic,type_mismatch,check_drug_interaction,False,False,2,0.6,True,1,0.0005285
p2_type_mismatch_gpt35_turbo_toolbench_syn_0036_ee20f7,toolbench_syn_0036,gpt35_turbo,calendar,easy,toolbench_synthetic,type_mismatch,create_event,True,False,2,0.6,True,0,0.0015835
p2_type_mismatch_gpt35_turbo_medical_002_0f1557,medical_002,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000176
p2_type_mismatch_gpt35_turbo_toolbench_syn_0098_ddfcc5,toolbench_syn_0098,gpt35_turbo,calendar,medium,toolbench_synthetic,type_mismatch,create_event,True,True,1,0.3,False,1,0.000776
p2_type_mismatch_gpt35_turbo_weather_015_ee3bae,weather_015,gpt35_turbo,weather,easy,synthetic,type_mismatch,get_forecast,True,True,1,0.3,False,1,0.000488
p2_type_mismatch_gpt35_turbo_calendar_091_b4ae7f,calendar_091,gpt35_turbo,calendar,medium,synthetic,type_mismatch,create_event,True,True,1,0.3,False,1,0.0011185
p2_type_mismatch_gpt35_turbo_weather_056_616832,weather_056,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,0,0.001003
p2_type_mismatch_gpt35_turbo_medical_085_a98f77,medical_085,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,0,0.0006645
p2_type_mismatch_gpt35_turbo_weather_040_47456b,weather_040,gpt35_turbo,weather,easy,synthetic,type_mismatch,get_forecast,True,True,1,0.3,False,1,0.0004944999999999
p2_type_mismatch_gpt35_turbo_weather_076_6ff9f6,weather_076,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,1,0.001063
p2_type_mismatch_gpt35_turbo_toolbench_syn_0091_42f0b8,toolbench_syn_0091,gpt35_turbo,calendar,easy,toolbench_synthetic,type_mismatch,get_events,False,False,2,0.6,True,0,0.0004175
p2_type_mismatch_gpt35_turbo_medical_058_958107,medical_058,gpt35_turbo,medical,medium,synthetic,type_mismatch,,False,False,0,0.0,False,0,0.0001795
p2_type_mismatch_gpt35_turbo_medical_013_07b0f2,medical_013,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000178
p2_type_mismatch_gpt35_turbo_weather_068_4e6eb9,weather_068,gpt35_turbo,weather,medium,synthetic,type_mismatch,,False,False,0,0.0,False,0,0.00027
p2_type_mismatch_gpt35_turbo_calendar_079_f25165,calendar_079,gpt35_turbo,calendar,medium,synthetic,type_mismatch,,False,False,0,0.0,False,0,0.000417
p2_type_mismatch_gpt35_turbo_weather_098_7156e8,weather_098,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,0,0.0010054999999999
p2_type_mismatch_gpt35_turbo_weather_100_22c82c,weather_100,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,1,0.0010855
p2_type_mismatch_gpt35_turbo_calendar_097_6f25f4,calendar_097,gpt35_turbo,calendar,medium,synthetic,type_mismatch,create_event,True,True,1,0.3,False,1,0.0010705
p2_type_mismatch_gpt35_turbo_toolbench_syn_0018_e38dc0,toolbench_syn_0018,gpt35_turbo,weather,medium,toolbench_synthetic,type_mismatch,,False,False,0,0.0,False,0,0.0001465
p2_type_mismatch_gpt35_turbo_medical_089_b9c2fb,medical_089,gpt35_turbo,medical,medium,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000241
p2_type_mismatch_gpt35_turbo_toolbench_syn_0039_9d0aac,toolbench_syn_0039,gpt35_turbo,medical,medium,toolbench_synthetic,type_mismatch,get_patient_record,True,False,2,0.6,True,0,0.0003985
p2_type_mismatch_gpt35_turbo_weather_043_d95e90,weather_043,gpt35_turbo,weather,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0001465
p2_type_mismatch_gpt35_turbo_medical_043_dae581,medical_043,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000183
p2_type_mismatch_gpt35_turbo_calendar_025_a01795,calendar_025,gpt35_turbo,calendar,easy,synthetic,type_mismatch,delete_event,True,True,1,0.3,False,0,0.0003855
p2_type_mismatch_gpt35_turbo_medical_067_bd7bc8,medical_067,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,0,0.0006525
p2_type_mismatch_gpt35_turbo_calendar_093_2a7536,calendar_093,gpt35_turbo,calendar,medium,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000434
p2_type_mismatch_gpt35_turbo_weather_061_86714d,weather_061,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,1,0.000963
p2_type_mismatch_gpt35_turbo_toolbench_syn_0084_dc26e5,toolbench_syn_0084,gpt35_turbo,weather,medium,toolbench_synthetic,type_mismatch,get_historical,False,False,2,0.6,True,2,0.000636
p2_type_mismatch_gpt35_turbo_medical_027_a0cc3a,medical_027,gpt35_turbo,medical,easy,synthetic,type_mismatch,check_drug_interaction,True,True,1,0.3,False,2,0.0003844999999999
p2_type_mismatch_gpt35_turbo_calendar_014_fdbfea,calendar_014,gpt35_turbo,calendar,easy,synthetic,type_mismatch,get_events,True,True,1,0.3,False,1,0.0002695
p2_type_mismatch_gpt35_turbo_medical_055_82bbca,medical_055,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,0,0.0010719999999999
p2_type_mismatch_gpt35_turbo_weather_020_f65b9a,weather_020,gpt35_turbo,weather,easy,synthetic,type_mismatch,get_forecast,True,True,1,0.3,False,1,0.0004599999999999
p2_type_mismatch_gpt35_turbo_calendar_019_2ae0b2,calendar_019,gpt35_turbo,calendar,easy,synthetic,type_mismatch,get_events,True,True,1,0.3,False,1,0.0002695
p2_type_mismatch_gpt35_turbo_toolbench_syn_0064_473da9,toolbench_syn_0064,gpt35_turbo,weather,hard,toolbench_synthetic,type_mismatch,,False,False,0,0.0,False,0,0.0001435
p2_type_mismatch_gpt35_turbo_medical_019_dc75f3,medical_019,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0001264999999999
p2_type_mismatch_gpt35_turbo_toolbench_syn_0085_47dcc1,toolbench_syn_0085,gpt35_turbo,weather,easy,toolbench_synthetic,type_mismatch,get_historical,False,False,2,0.6,True,1,0.000557
p2_type_mismatch_gpt35_turbo_toolbench_syn_0078_c65728,toolbench_syn_0078,gpt35_turbo,weather,hard,toolbench_synthetic,type_mismatch,get_forecast,False,False,2,0.6,True,1,0.0004455
p2_type_mismatch_gpt35_turbo_medical_094_af4f88,medical_094,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,False,2,0.6,True,2,0.000669
p2_type_mismatch_gpt35_turbo_weather_028_e5a928,weather_028,gpt35_turbo,weather,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0001375
p2_type_mismatch_gpt35_turbo_medical_042_478805,medical_042,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0002475
p2_type_mismatch_gpt35_turbo_medical_021_c58c20,medical_021,gpt35_turbo,medical,easy,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,1,0.0004215
p2_type_mismatch_gpt35_turbo_toolbench_syn_0061_c902ad,toolbench_syn_0061,gpt35_turbo,weather,hard,toolbench_synthetic,type_mismatch,get_forecast,False,False,2,0.6,True,1,0.000424
p2_type_mismatch_gpt35_turbo_calendar_004_5c9419,calendar_004,gpt35_turbo,calendar,easy,synthetic,type_mismatch,get_events,True,False,2,0.6,True,1,0.000478
p2_type_mismatch_gpt35_turbo_weather_026_9e390a,weather_026,gpt35_turbo,weather,easy,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,0,0.000489
p2_type_mismatch_gpt35_turbo_toolbench_syn_0007_09a7e7,toolbench_syn_0007,gpt35_turbo,medical,medium,toolbench_synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000135
p2_type_mismatch_gpt35_turbo_weather_087_92ca90,weather_087,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,1,0.001264
p2_type_mismatch_gpt35_turbo_calendar_068_b9c0d1,calendar_068,gpt35_turbo,calendar,medium,synthetic,type_mismatch,get_events,True,False,2,0.6,True,1,0.0005744999999999
p2_type_mismatch_gpt35_turbo_medical_022_712cd3,medical_022,gpt35_turbo,medical,easy,synthetic,type_mismatch,check_drug_interaction,True,True,1,0.3,False,0,0.0005825
p2_type_mismatch_gpt35_turbo_calendar_006_fd4c40,calendar_006,gpt35_turbo,calendar,easy,synthetic,type_mismatch,create_event,True,True,1,0.3,False,1,0.0006325
p2_type_mismatch_gpt35_turbo_toolbench_syn_0071_41a84c,toolbench_syn_0071,gpt35_turbo,calendar,medium,toolbench_synthetic,type_mismatch,,False,True,0,0.0,False,0,0.00015
p2_type_mismatch_gpt35_turbo_calendar_069_2ef97e,calendar_069,gpt35_turbo,calendar,medium,synthetic,type_mismatch,,False,False,0,0.0,False,0,0.0003985
p2_type_mismatch_gpt35_turbo_medical_041_91799c,medical_041,gpt35_turbo,medical,easy,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,1,0.0004215
p2_type_mismatch_gpt35_turbo_weather_091_97ad8f,weather_091,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,1,0.000976
p2_type_mismatch_gpt35_turbo_calendar_005_a73b4a,calendar_005,gpt35_turbo,calendar,easy,synthetic,type_mismatch,delete_event,True,True,1,0.3,False,0,0.0003855
p2_type_mismatch_gpt35_turbo_weather_049_d50c4e,weather_049,gpt35_turbo,weather,easy,synthetic,type_mismatch,get_historical,False,True,1,0.3,False,2,0.000544
p2_type_mismatch_gpt35_turbo_medical_048_65494d,medical_048,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0002025
p2_type_mismatch_gpt35_turbo_medical_007_c9adc2,medical_007,gpt35_turbo,medical,easy,synthetic,type_mismatch,check_drug_interaction,True,True,1,0.3,False,0,0.0005449999999999
p2_type_mismatch_gpt35_turbo_medical_001_ab53f6,medical_001,gpt35_turbo,medical,easy,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,1,0.0004295
p2_type_mismatch_gpt35_turbo_calendar_048_b43d5c,calendar_048,gpt35_turbo,calendar,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000207
p2_type_mismatch_gpt35_turbo_medical_026_90d089,medical_026,gpt35_turbo,medical,easy,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,1,0.0004385
p2_type_mismatch_gpt35_turbo_calendar_047_3652b5,calendar_047,gpt35_turbo,calendar,easy,synthetic,type_mismatch,get_events,True,False,2,0.6,True,2,0.0004925
p2_type_mismatch_gpt35_turbo_calendar_010_948a2b,calendar_010,gpt35_turbo,calendar,easy,synthetic,type_mismatch,delete_event,True,True,1,0.3,False,1,0.000239
p2_type_mismatch_gpt35_turbo_weather_063_02295c,weather_063,gpt35_turbo,weather,medium,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,1,0.0011095
p2_type_mismatch_gpt35_turbo_medical_095_8313a9,medical_095,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,1,0.0003434999999999
p2_type_mismatch_gpt35_turbo_calendar_022_4fc44d,calendar_022,gpt35_turbo,calendar,easy,synthetic,type_mismatch,get_events,True,False,2,0.6,True,0,0.000413
p2_type_mismatch_gpt35_turbo_medical_066_989144,medical_066,gpt35_turbo,medical,medium,synthetic,type_mismatch,,False,False,0,0.0,False,0,0.0001615
p2_type_mismatch_gpt35_turbo_toolbench_syn_0081_2dce34,toolbench_syn_0081,gpt35_turbo,calendar,hard,toolbench_synthetic,type_mismatch,get_events,False,True,1,0.3,False,1,0.000498
p2_type_mismatch_gpt35_turbo_calendar_070_959e39,calendar_070,gpt35_turbo,calendar,medium,synthetic,type_mismatch,get_events,True,False,2,0.6,True,2,0.0005549999999999
p2_type_mismatch_gpt35_turbo_weather_035_84ed99,weather_035,gpt35_turbo,weather,easy,synthetic,type_mismatch,get_forecast,True,True,1,0.3,False,1,0.0004665
p2_type_mismatch_gpt35_turbo_weather_031_7c8300,weather_031,gpt35_turbo,weather,easy,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,0,0.0004745
p2_type_mismatch_gpt35_turbo_medical_069_aaa96a,medical_069,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,1,0.0006695
p2_type_mismatch_gpt35_turbo_toolbench_syn_0054_76f2f7,toolbench_syn_0054,gpt35_turbo,calendar,hard,toolbench_synthetic,type_mismatch,create_event,True,True,1,0.3,False,1,0.000514
p2_type_mismatch_gpt35_turbo_toolbench_syn_0082_829c2b,toolbench_syn_0082,gpt35_turbo,weather,easy,toolbench_synthetic,type_mismatch,,False,False,0,0.0,False,0,0.000142
p2_type_mismatch_gpt35_turbo_toolbench_syn_0042_fdd04a,toolbench_syn_0042,gpt35_turbo,weather,medium,toolbench_synthetic,type_mismatch,,False,False,0,0.0,False,0,0.0002065
p2_type_mismatch_gpt35_turbo_weather_011_0135ce,weather_011,gpt35_turbo,weather,easy,synthetic,type_mismatch,get_weather,True,True,1,0.3,False,0,0.0004824999999999
p2_type_mismatch_gpt35_turbo_calendar_016_fdfce9,calendar_016,gpt35_turbo,calendar,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.0002215
p2_type_mismatch_gpt35_turbo_calendar_074_c475ae,calendar_074,gpt35_turbo,calendar,medium,synthetic,type_mismatch,get_events,True,False,2,0.6,True,2,0.000558
p2_type_mismatch_gpt35_turbo_toolbench_syn_0063_07c0a2,toolbench_syn_0063,gpt35_turbo,weather,easy,toolbench_synthetic,type_mismatch,get_weather,True,False,2,0.6,True,1,0.0002345
p2_type_mismatch_gpt35_turbo_weather_062_3178ba,weather_062,gpt35_turbo,weather,medium,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000282
p2_type_mismatch_gpt35_turbo_medical_025_c4b86f,medical_025,gpt35_turbo,medical,easy,synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000142
p2_type_mismatch_gpt35_turbo_medical_032_d4a7c9,medical_032,gpt35_turbo,medical,easy,synthetic,type_mismatch,check_drug_interaction,True,True,1,0.3,False,1,0.000288
p2_type_mismatch_gpt35_turbo_toolbench_syn_0056_8265ac,toolbench_syn_0056,gpt35_turbo,calendar,easy,toolbench_synthetic,type_mismatch,,False,True,0,0.0,False,0,0.000165
p2_type_mismatch_gpt35_turbo_medical_065_10931e,medical_065,gpt35_turbo,medical,medium,synthetic,type_mismatch,get_patient_record,True,True,1,0.3,False,1,0.000699
p2_type_mismatch_gpt35_turbo_toolbench_syn_0012_bf29c4,toolbench_syn_0012,gpt35_turbo,calendar,easy,toolbench_synthetic,type_mismatch,get_events,False,True,1,0.3,False,2,0.0004795
p2_type_mismatch_gpt35_turbo_toolbench_syn_0010_556845,toolbench_syn_0010,gpt35_turbo,weather,medium,toolbench_synthetic,type_mismatch,,False,False,0,0.0,False,0,0.0001555
