session_id,task_id,model,domain,difficulty,injection_type,reached_agent2,reached_agent3,has_tool_errors,propagation_path,amplification_factor,final_correct,cost
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0074_1d80db,toolbench_syn_0074,gemini_20_flash,weather,medium,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,9.93e-05
p4_wrong_parameter_spec_gemini_20_flash_calendar_089_0d6dca,calendar_089,gemini_20_flash,calendar,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.0002554
p4_wrong_parameter_spec_gemini_20_flash_weather_005_2315ee,weather_005,gemini_20_flash,weather,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0007921
p4_wrong_parameter_spec_gemini_20_flash_medical_093_6d94cc,medical_093,gemini_20_flash,medical,medium,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0001498
p4_wrong_parameter_spec_gemini_20_flash_weather_095_ee0567,weather_095,gemini_20_flash,weather,medium,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0001961
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0040_3cd971,toolbench_syn_0040,gemini_20_flash,medical,medium,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0001207
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0034_8ef3c0,toolbench_syn_0034,gemini_20_flash,calendar,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001537
p4_wrong_parameter_spec_gemini_20_flash_calendar_088_9088ee,calendar_088,gemini_20_flash,calendar,medium,wrong_parameter_spec,True,True,False,"[1, 2, 3]",3,False,0.0002144
p4_wrong_parameter_spec_gemini_20_flash_medical_014_98a439,medical_014,gemini_20_flash,medical,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.000125
p4_wrong_parameter_spec_gemini_20_flash_calendar_028_2ba834,calendar_028,gemini_20_flash,calendar,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001398
p4_wrong_parameter_spec_gemini_20_flash_weather_012_458680,weather_012,gemini_20_flash,weather,easy,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0001565
p4_wrong_parameter_spec_gemini_20_flash_weather_007_1ea509,weather_007,gemini_20_flash,weather,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001299
p4_wrong_parameter_spec_gemini_20_flash_medical_047_1e683f,medical_047,gemini_20_flash,medical,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001179
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0045_293afc,toolbench_syn_0045,gemini_20_flash,weather,easy,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,8.47e-05
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0096_2352b8,toolbench_syn_0096,gemini_20_flash,weather,medium,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0002593
p4_wrong_parameter_spec_gemini_20_flash_weather_090_ae2dfc,weather_090,gemini_20_flash,weather,medium,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0001881
p4_wrong_parameter_spec_gemini_20_flash_weather_027_6bea29,weather_027,gemini_20_flash,weather,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001323
p4_wrong_parameter_spec_gemini_20_flash_weather_078_a50259,weather_078,gemini_20_flash,weather,medium,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0001887
p4_wrong_parameter_spec_gemini_20_flash_medical_063_c6fc0a,medical_063,gemini_20_flash,medical,medium,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0001929
p4_wrong_parameter_spec_gemini_20_flash_calendar_085_4fb61e,calendar_085,gemini_20_flash,calendar,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.000268
p4_wrong_parameter_spec_gemini_20_flash_medical_008_c9aedd,medical_008,gemini_20_flash,medical,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001663
p4_wrong_parameter_spec_gemini_20_flash_weather_096_24e630,weather_096,gemini_20_flash,weather,medium,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0001896
p4_wrong_parameter_spec_gemini_20_flash_calendar_001_bdbdee,calendar_001,gemini_20_flash,calendar,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001275
p4_wrong_parameter_spec_gemini_20_flash_calendar_083_142ab1,calendar_083,gemini_20_flash,calendar,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.000281
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0094_1e720f,toolbench_syn_0094,gemini_20_flash,medical,medium,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0001163
p4_wrong_parameter_spec_gemini_20_flash_medical_031_e78dc8,medical_031,gemini_20_flash,medical,easy,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0001326
p4_wrong_parameter_spec_gemini_20_flash_calendar_056_826cfd,calendar_056,gemini_20_flash,calendar,medium,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0002294
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0062_57a401,toolbench_syn_0062,gemini_20_flash,weather,hard,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.000223
p4_wrong_parameter_spec_gemini_20_flash_medical_038_ab4b16,medical_038,gemini_20_flash,medical,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001652
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0053_76cea6,toolbench_syn_0053,gemini_20_flash,weather,easy,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,9.27e-05
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0023_0c132a,toolbench_syn_0023,gemini_20_flash,medical,hard,wrong_parameter_spec,False,False,False,[1],1,True,0.0001475
p4_wrong_parameter_spec_gemini_20_flash_weather_086_31b89d,weather_086,gemini_20_flash,weather,medium,wrong_parameter_spec,True,True,False,"[1, 2, 3]",3,False,0.0001942
p4_wrong_parameter_spec_gemini_20_flash_calendar_072_0c0888,calendar_072,gemini_20_flash,calendar,medium,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0002232
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0013_399129,toolbench_syn_0013,gemini_20_flash,medical,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.0001478
p4_wrong_parameter_spec_gemini_20_flash_calendar_054_a7d643,calendar_054,gemini_20_flash,calendar,medium,wrong_parameter_spec,True,False,False,"[1, 2]",2,True,0.0002471
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0093_5c36db,toolbench_syn_0093,gemini_20_flash,calendar,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.0002548
p4_wrong_parameter_spec_gemini_20_flash_weather_039_5f292d,weather_039,gemini_20_flash,weather,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001564
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0092_407b13,toolbench_syn_0092,gemini_20_flash,medical,hard,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0001246
p4_wrong_parameter_spec_gemini_20_flash_calendar_007_dadd74,calendar_007,gemini_20_flash,calendar,easy,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0001301
p4_wrong_parameter_spec_gemini_20_flash_toolbench_syn_0048_37107c,toolbench_syn_0048,gemini_20_flash,medical,hard,wrong_parameter_spec,False,True,False,"[1, 3]",2,False,0.0001253
p4_wrong_parameter_spec_gemini_20_flash_weather_070_900d13,weather_070,gemini_20_flash,weather,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.0003563
p4_wrong_parameter_spec_gemini_20_flash_weather_032_0794d4,weather_032,gemini_20_flash,weather,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.000131
p4_wrong_parameter_spec_gemini_20_flash_medical_045_9fbc64,medical_045,gemini_20_flash,medical,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001258
p4_wrong_parameter_spec_gemini_20_flash_calendar_059_245750,calendar_059,gemini_20_flash,calendar,medium,wrong_parameter_spec,False,False,False,[1],1,True,0.0002974
p4_wrong_parameter_spec_gemini_20_flash_weather_009_b61cc1,weather_009,gemini_20_flash,weather,easy,wrong_parameter_spec,False,False,False,[1],1,True,0.0001545
p4_wrong_subtask_deepseek_v3_toolbench_syn_0003_00e3e5,toolbench_syn_0003,deepseek_v3,calendar,hard,wrong_subtask,False,False,False,[1],1,True,0.00033482
p4_wrong_subtask_deepseek_v3_weather_097_07a4a6,weather_097,deepseek_v3,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.00058647
p4_wrong_subtask_deepseek_v3_weather_089_973090,weather_089,deepseek_v3,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.00085352
p4_wrong_subtask_deepseek_v3_weather_051_f3d0d7,weather_051,deepseek_v3,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.00048673
p4_wrong_subtask_deepseek_v3_calendar_100_407a56,calendar_100,deepseek_v3,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.00053773
p4_wrong_subtask_deepseek_v3_calendar_032_581941,calendar_032,deepseek_v3,calendar,easy,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0005007
p4_wrong_subtask_deepseek_v3_medical_098_f75a76,medical_098,deepseek_v3,medical,medium,wrong_subtask,False,False,False,[1],1,True,0.00057594
p4_wrong_subtask_deepseek_v3_toolbench_syn_0058_ab0927,toolbench_syn_0058,deepseek_v3,weather,easy,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00038809
p4_wrong_subtask_deepseek_v3_calendar_021_7ee3e2,calendar_021,deepseek_v3,calendar,easy,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00041335
p4_wrong_subtask_deepseek_v3_toolbench_syn_0070_02d012,toolbench_syn_0070,deepseek_v3,medical,hard,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0002734
p4_wrong_subtask_deepseek_v3_calendar_081_51a887,calendar_081,deepseek_v3,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.0006925
p4_wrong_subtask_deepseek_v3_weather_038_041c40,weather_038,deepseek_v3,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.00038909
p4_wrong_subtask_deepseek_v3_calendar_061_0694c3,calendar_061,deepseek_v3,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.00071222
p4_wrong_subtask_deepseek_v3_weather_005_3b2307,weather_005,deepseek_v3,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.00070896
p4_wrong_subtask_deepseek_v3_toolbench_syn_0004_af445f,toolbench_syn_0004,deepseek_v3,weather,hard,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00026537
p4_wrong_subtask_deepseek_v3_weather_094_36e625,weather_094,deepseek_v3,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.00064575
p4_wrong_subtask_deepseek_v3_toolbench_syn_0074_302191,toolbench_syn_0074,deepseek_v3,weather,medium,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00026678
p4_wrong_subtask_deepseek_v3_calendar_089_cf9912,calendar_089,deepseek_v3,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.00070198
p4_wrong_subtask_deepseek_v3_medical_093_658824,medical_093,deepseek_v3,medical,medium,wrong_subtask,False,False,False,[1],1,True,0.00054634
p4_wrong_subtask_deepseek_v3_toolbench_syn_0040_c455c0,toolbench_syn_0040,deepseek_v3,medical,medium,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00034964
p4_wrong_subtask_deepseek_v3_weather_095_fe843b,weather_095,deepseek_v3,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.00090983
p4_wrong_subtask_deepseek_v3_calendar_088_701957,calendar_088,deepseek_v3,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.00068222
p4_wrong_subtask_deepseek_v3_toolbench_syn_0034_784102,toolbench_syn_0034,deepseek_v3,calendar,easy,wrong_subtask,False,False,False,[1],1,True,0.00058165
p4_wrong_subtask_deepseek_v3_medical_014_30b20d,medical_014,deepseek_v3,medical,easy,wrong_subtask,False,False,False,[1],1,True,0.00038047
p4_wrong_subtask_deepseek_v3_weather_012_1e6256,weather_012,deepseek_v3,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.00033954
p4_wrong_subtask_deepseek_v3_calendar_028_2d336a,calendar_028,deepseek_v3,calendar,easy,wrong_subtask,False,False,False,[1],1,True,0.00039857
p4_wrong_subtask_deepseek_v3_weather_007_bca7e8,weather_007,deepseek_v3,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.0003916
p4_wrong_subtask_deepseek_v3_toolbench_syn_0045_857eb8,toolbench_syn_0045,deepseek_v3,weather,easy,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00023164
p4_wrong_subtask_deepseek_v3_medical_047_a014ae,medical_047,deepseek_v3,medical,easy,wrong_subtask,True,False,True,"[1, 2]",2,True,0.00063703
p4_wrong_subtask_deepseek_v3_toolbench_syn_0096_37d661,toolbench_syn_0096,deepseek_v3,weather,medium,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00055119
p4_wrong_subtask_deepseek_v3_weather_027_7e3817,weather_027,deepseek_v3,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.00033049
p4_wrong_subtask_deepseek_v3_weather_090_d91a12,weather_090,deepseek_v3,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.00051689
p4_wrong_subtask_deepseek_v3_weather_078_d909da,weather_078,deepseek_v3,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.00051969
p4_wrong_subtask_deepseek_v3_medical_063_e4f06a,medical_063,deepseek_v3,medical,medium,wrong_subtask,True,True,False,"[1, 2, 3]",3,True,0.00040191
p4_wrong_subtask_deepseek_v3_medical_008_4eddc5,medical_008,deepseek_v3,medical,easy,wrong_subtask,False,False,False,[1],1,True,0.00043527
p4_wrong_subtask_deepseek_v3_calendar_085_810325,calendar_085,deepseek_v3,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.00079051
p4_wrong_subtask_deepseek_v3_calendar_001_069cd9,calendar_001,deepseek_v3,calendar,easy,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00040102
p4_wrong_subtask_deepseek_v3_weather_096_009b8a,weather_096,deepseek_v3,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.00049688
p4_wrong_subtask_deepseek_v3_calendar_083_35430f,calendar_083,deepseek_v3,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.00069044
p4_wrong_subtask_deepseek_v3_toolbench_syn_0094_b76466,toolbench_syn_0094,deepseek_v3,medical,medium,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00033673
p4_wrong_subtask_deepseek_v3_medical_031_7dfe88,medical_031,deepseek_v3,medical,easy,wrong_subtask,False,False,False,[1],1,True,0.00039119
p4_wrong_subtask_deepseek_v3_calendar_056_a8337c,calendar_056,deepseek_v3,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.00049057
p4_wrong_subtask_deepseek_v3_toolbench_syn_0062_1754d4,toolbench_syn_0062,deepseek_v3,weather,hard,wrong_subtask,False,True,False,"[1, 3]",2,False,0.0005113
p4_wrong_subtask_deepseek_v3_toolbench_syn_0053_7ca957,toolbench_syn_0053,deepseek_v3,weather,easy,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00026948
p4_wrong_subtask_deepseek_v3_medical_038_1b1c51,medical_038,deepseek_v3,medical,easy,wrong_subtask,False,False,False,[1],1,True,0.00047311
p4_wrong_subtask_deepseek_v3_toolbench_syn_0023_0d13f8,toolbench_syn_0023,deepseek_v3,medical,hard,wrong_subtask,False,False,False,[1],1,True,0.00035969
p4_wrong_subtask_deepseek_v3_weather_086_7de179,weather_086,deepseek_v3,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.00050539
p4_wrong_subtask_deepseek_v3_calendar_072_12e9cc,calendar_072,deepseek_v3,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.00063718
p4_wrong_subtask_deepseek_v3_toolbench_syn_0093_c02346,toolbench_syn_0093,deepseek_v3,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.00043579
p4_wrong_subtask_deepseek_v3_toolbench_syn_0013_1cf054,toolbench_syn_0013,deepseek_v3,medical,medium,wrong_subtask,False,False,False,[1],1,True,0.00034217
p4_wrong_subtask_deepseek_v3_weather_039_856db9,weather_039,deepseek_v3,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.00043023
p4_wrong_subtask_deepseek_v3_toolbench_syn_0092_083b27,toolbench_syn_0092,deepseek_v3,medical,hard,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00032502
p4_wrong_subtask_deepseek_v3_calendar_054_e48757,calendar_054,deepseek_v3,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.00062975
p4_wrong_subtask_deepseek_v3_calendar_007_50d760,calendar_007,deepseek_v3,calendar,easy,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00025335
p4_wrong_subtask_deepseek_v3_toolbench_syn_0048_9cb5ef,toolbench_syn_0048,deepseek_v3,medical,hard,wrong_subtask,False,True,False,"[1, 3]",2,False,0.00036446
p4_wrong_subtask_deepseek_v3_weather_070_a0d6c2,weather_070,deepseek_v3,weather,medium,wrong_subtask,False,False,False,[1],1,True,0.00081314
p4_wrong_subtask_deepseek_v3_weather_032_cfe876,weather_032,deepseek_v3,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.0004495099999999
p4_wrong_subtask_deepseek_v3_calendar_059_d8baa7,calendar_059,deepseek_v3,calendar,medium,wrong_subtask,False,False,False,[1],1,True,0.00074925
p4_wrong_subtask_deepseek_v3_weather_009_ee3ce7,weather_009,deepseek_v3,weather,easy,wrong_subtask,False,False,False,[1],1,True,0.00041508
p4_wrong_subtask_deepseek_v3_medical_045_fa05fe,medical_045,deepseek_v3,medical,easy,wrong_subtask,False,False,False,[1],1,True,0.00041042
p4_wrong_tool_spec_deepseek_v3_weather_089_408151,weather_089,deepseek_v3,weather,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00063984
p4_wrong_tool_spec_deepseek_v3_weather_097_49dd38,weather_097,deepseek_v3,weather,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00063631
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0003_d16eb5,toolbench_syn_0003,deepseek_v3,calendar,hard,wrong_tool_spec,True,False,True,"[1, 2]",2,True,0.00094661
p4_wrong_tool_spec_deepseek_v3_weather_051_7b788a,weather_051,deepseek_v3,weather,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00053006
p4_wrong_tool_spec_deepseek_v3_medical_098_c301b6,medical_098,deepseek_v3,medical,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00051753
p4_wrong_tool_spec_deepseek_v3_calendar_100_aa16de,calendar_100,deepseek_v3,calendar,medium,wrong_tool_spec,True,False,True,"[1, 2]",2,True,0.00104695
p4_wrong_tool_spec_deepseek_v3_calendar_032_69ea52,calendar_032,deepseek_v3,calendar,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00030987
p4_wrong_tool_spec_deepseek_v3_calendar_021_62a820,calendar_021,deepseek_v3,calendar,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00049397
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0058_0395ea,toolbench_syn_0058,deepseek_v3,weather,easy,wrong_tool_spec,True,True,True,"[1, 2, 3]",3,False,0.00058199
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0070_4dcf23,toolbench_syn_0070,deepseek_v3,medical,hard,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00026767
p4_wrong_tool_spec_deepseek_v3_calendar_081_758d22,calendar_081,deepseek_v3,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00063222
p4_wrong_tool_spec_deepseek_v3_weather_038_75fb51,weather_038,deepseek_v3,weather,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00049768
p4_wrong_tool_spec_deepseek_v3_calendar_061_e577c8,calendar_061,deepseek_v3,calendar,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00061578
p4_wrong_tool_spec_deepseek_v3_weather_094_a8615f,weather_094,deepseek_v3,weather,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00068347
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0004_b45944,toolbench_syn_0004,deepseek_v3,weather,hard,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00030352
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0074_250284,toolbench_syn_0074,deepseek_v3,weather,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00030456
p4_wrong_tool_spec_deepseek_v3_calendar_089_a22171,calendar_089,deepseek_v3,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00070895
p4_wrong_tool_spec_deepseek_v3_weather_005_64480e,weather_005,deepseek_v3,weather,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00170758
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0040_b9d969,toolbench_syn_0040,deepseek_v3,medical,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00027431
p4_wrong_tool_spec_deepseek_v3_weather_095_6f8adc,weather_095,deepseek_v3,weather,medium,wrong_tool_spec,False,False,False,[1],1,True,0.0006056
p4_wrong_tool_spec_deepseek_v3_medical_093_3f8dca,medical_093,deepseek_v3,medical,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00043178
p4_wrong_tool_spec_deepseek_v3_medical_014_11c8fb,medical_014,deepseek_v3,medical,easy,wrong_tool_spec,False,False,False,[1],1,True,0.0002685
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0034_5718cc,toolbench_syn_0034,deepseek_v3,calendar,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00053922
p4_wrong_tool_spec_deepseek_v3_calendar_088_96c207,calendar_088,deepseek_v3,calendar,medium,wrong_tool_spec,True,True,True,"[1, 2, 3]",3,False,0.00114441
p4_wrong_tool_spec_deepseek_v3_weather_007_ecbf9d,weather_007,deepseek_v3,weather,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00032285
p4_wrong_tool_spec_deepseek_v3_calendar_028_53b0c5,calendar_028,deepseek_v3,calendar,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00050414
p4_wrong_tool_spec_deepseek_v3_weather_012_e50852,weather_012,deepseek_v3,weather,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00048808
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0045_91c01f,toolbench_syn_0045,deepseek_v3,weather,easy,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00033038
p4_wrong_tool_spec_deepseek_v3_medical_047_7c2ff9,medical_047,deepseek_v3,medical,easy,wrong_tool_spec,True,False,True,"[1, 2]",2,True,0.00118627
p4_wrong_tool_spec_deepseek_v3_weather_090_84a12e,weather_090,deepseek_v3,weather,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00051757
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0096_ba4e54,toolbench_syn_0096,deepseek_v3,weather,medium,wrong_tool_spec,True,True,True,"[1, 2, 3]",3,False,0.00127391
p4_wrong_tool_spec_deepseek_v3_weather_027_e8660a,weather_027,deepseek_v3,weather,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00037306
p4_wrong_tool_spec_deepseek_v3_weather_078_a8d534,weather_078,deepseek_v3,weather,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00068192
p4_wrong_tool_spec_deepseek_v3_medical_063_806451,medical_063,deepseek_v3,medical,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00043676
p4_wrong_tool_spec_deepseek_v3_medical_008_e324e8,medical_008,deepseek_v3,medical,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00047946
p4_wrong_tool_spec_deepseek_v3_calendar_085_a08031,calendar_085,deepseek_v3,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00087203
p4_wrong_tool_spec_deepseek_v3_weather_096_133e03,weather_096,deepseek_v3,weather,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00057258
p4_wrong_tool_spec_deepseek_v3_calendar_083_c59d96,calendar_083,deepseek_v3,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00075635
p4_wrong_tool_spec_deepseek_v3_calendar_001_bc1c02,calendar_001,deepseek_v3,calendar,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00050713
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0094_025973,toolbench_syn_0094,deepseek_v3,medical,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00045353
p4_wrong_tool_spec_deepseek_v3_calendar_056_4e39e0,calendar_056,deepseek_v3,calendar,medium,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00058269
p4_wrong_tool_spec_deepseek_v3_medical_031_9b3b6a,medical_031,deepseek_v3,medical,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00035265
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0053_d921bd,toolbench_syn_0053,deepseek_v3,weather,easy,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00028924
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0062_fc74dc,toolbench_syn_0062,deepseek_v3,weather,hard,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00053697
p4_wrong_tool_spec_deepseek_v3_medical_038_2a413f,medical_038,deepseek_v3,medical,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00047483
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0023_629908,toolbench_syn_0023,deepseek_v3,medical,hard,wrong_tool_spec,False,False,False,[1],1,True,0.00042146
p4_wrong_tool_spec_deepseek_v3_calendar_072_61ec92,calendar_072,deepseek_v3,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00059666
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0093_053cbc,toolbench_syn_0093,deepseek_v3,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00036878
p4_wrong_tool_spec_deepseek_v3_weather_086_8cc3a1,weather_086,deepseek_v3,weather,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00056955
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0013_01eef2,toolbench_syn_0013,deepseek_v3,medical,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00032303
p4_wrong_tool_spec_deepseek_v3_calendar_054_9fcc99,calendar_054,deepseek_v3,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00059226
p4_wrong_tool_spec_deepseek_v3_weather_039_a1f87e,weather_039,deepseek_v3,weather,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00039475
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0092_562b0c,toolbench_syn_0092,deepseek_v3,medical,hard,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00038451
p4_wrong_tool_spec_deepseek_v3_weather_070_d45388,weather_070,deepseek_v3,weather,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00054151
p4_wrong_tool_spec_deepseek_v3_calendar_007_ed3bdb,calendar_007,deepseek_v3,calendar,easy,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.00049524
p4_wrong_tool_spec_deepseek_v3_toolbench_syn_0048_fc8192,toolbench_syn_0048,deepseek_v3,medical,hard,wrong_tool_spec,False,True,False,"[1, 3]",2,False,0.0003081
p4_wrong_tool_spec_deepseek_v3_weather_032_ac3b70,weather_032,deepseek_v3,weather,easy,wrong_tool_spec,False,False,False,[1],1,True,0.00032395
p4_wrong_tool_spec_deepseek_v3_medical_045_4c40d8,medical_045,deepseek_v3,medical,easy,wrong_tool_spec,False,False,False,[1],1,True,0.0003354
p4_wrong_tool_spec_deepseek_v3_calendar_059_388bf0,calendar_059,deepseek_v3,calendar,medium,wrong_tool_spec,False,False,False,[1],1,True,0.00065337
